label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
3	222 m/(s^2)	0.4414	Applied Mathematics	Bioinformatics	Chris	0.6465	129	1.1612	1179	Tony	1.3152 N	San Francisco, Bakersfield	1.0384
0	949 m/(s^2)	0.9272	Electrical Engineering	Robotics Engineering	Michael	1.0548	86	0.7131	455	Sam	0.9397 N	Riverside	0.3106
1	1104 m/(s^2)	N/A	Biotechnology	Computer Game Design	Chris	0.9911	1034	1.358	604	Michael	0.7339 N	San Bernardino, Oakland, San Jose	1.4949
2	272 m/(s^2)	0.7469	Applied Mathematics	Computer Science	Eriq	0.9485	997	1.376	1330	Andrew	0.9878 N	Long Beach	0.8266
1	610 m/(s^2)	1.1335	Biotechnology	Computer Game Design	Vani	1.323	950	0.631	87	Michael	0.6963 N	Oakland, San Jose, Modesto	0.6867
4	495 m/(s^2)	-0.0445	Computer Game Design	Computer Engineering	Sam	0.7889	377	1.0604	1215	Reilly	1.0016 N	Santa Clarita	0.7609
1	503 m/(s^2)	0.7236	Biotechnology	Statistics	Vani	0.5365	800	0.5658	245	Chris	0.4514 N	Los Angeles, Sacramento	0.6341
5	974 m/(s^2)	1.2187	Robotics Engineering	Bioengineering, Games and Playable Media	Sam	-0.0849	569	0.601	1042	Inan	0.3925 N	Chula Vista	1.0983
0	813 m/(s^2)	n/a	Electrical Engineering	Computational Media	Andrew	0.9019	36	1.2537	515	Inan	0.4043 N	Santa Ana	0.3821
4	765 m/(s^2)	0.3875	Electrical Engineering	Natural Language Processing		0.8675	1044	1.1165	661	Reilly	0.9937 N	Sacramento, Los Angeles	0.5581
4	440 m/(s^2)	-0.0466	Computer Game Design	Computer Engineering	Reilly	0.9148	545	0.8127	646	Reilly	1.2379 N	Fremont, Chula Vista	0.7741
1	908 m/(s^2)	1.1376	n/a	Statistics	Vani	0.8298	821	-0.0998	326	Michael	0.9818 N	Oakland	0.9139
5	1039 m/(s^2)	0.9788	Computational Media	Technology and Information Management	tONY	0.4079	682	0.7775	529	Lise	0.1362 N	Chula Vista	0.6156
1	991 m/(s^2)	1.0673	Human Computer Interaction	Computer Game Design	Vani	0.5388	1092	0.5072	-44	Michael	0.6869 N	San Bernardino	1.0152
2	1027 m/(s^2)	1.1791	Natural Language Processing	Data Science	Eriq	0.7276	1126	0.9949	907	Reilly	0.8772 N	Irvine	1.2071
4	915 m/(s^2)	-0.1296	Computer Game Design	Natural Language Processing	Lise	0.937	861	0.8747	951	Reilly	0.7641 N	Sacramento, Santa Clarita, Anaheim, Moreno Valley	0.8207
3	194 m/(s^2)	0.9552	Bioinformatics	Bioinformatics	Chris	0.8616	54	1.2808	1187	Tony	0.7851 N	Bakersfield	0.3821
0	900 m/(s^2)	0.9197	Electrical Engineering	Computational Media	Michael	0.9691	0	0.9551	n/a	Sam	1.3071 N	Bakersfield	0.6809
1	607 m/(s^2)	1.1723	Biotechnology	Computer Game Design	Michael	1.2081	1141	0.4304	548	Michael	0.6463 N	Oakland, San Jose, Modesto	0.7432
4	370 m/(s^2)	-0.2728	Games and Playable Media	Computer Engineering	Lise	0.7835	591	1.0273	178	Vani	1.268 N	Los Angeles	0.9568
3	291 m/(s^2)	-0.2037	Computer Engineering	Biotechnology	Chris	0.6735	367	0.6022	996	Tony	0.9505 N	Bakersfield	1.1907
2	758 m/(s^2)	0.9643	Natural Language Processing	Data Science	FABRICE	0.812	761	0.3124	1023	Andrew	0.8775 N	Long Beach	1.2992
0	986 m/(s^2)	0.5987	Electrical Engineering	Robotics Engineering	Reilly	0.7455	264	1.0986	893	Sam	0.9857 N	Riverside	-0.3918
1	935 m/(s^2)	1.1285	Biotechnology	Statistics	Vani	0.7532	1075	1.0463	318	Michael	0.4191 N	San Bernardino, San Jose	1.3545
2	995 m/(s^2)	0.9637	Natural Language Processing	Data Science	Inan	0.9614	999	1.1468	967	Andrew	0.8933 N	Irvine	0.8798
1	1106 m/(s^2)	1.4244	Biotechnology	Statistics	Vani	0.8818	1189	1.037	462	Michael	0.4062 N	San Jose, Oakland, Modesto	0.3869
4	411 m/(s^2)	-0.194	Games and Playable Media	Natural Language Processing	Reilly	0.8255	950	1.5177	707	N/A	1.2343 N	Santa Clarita, Los Angeles, Moreno Valley, Sacramento	0.7675
4	720 m/(s^2)	0.0043	Games and Playable Media	Computer Engineering	Lise	1.1397	987	0.3275	1551	eRIQ	1.2356 N	Los Angeles, Santa Clarita, Moreno Valley, Sacramento	0.5463
4	489 m/(s^2)	0.0527	Games and Playable Media	Natural Language Processing	Lise	1.0416	1050	0.6504	613	Reilly	0.9439 N	Sacramento, Moreno Valley, Santa Clarita, Los Angeles	0.5771
2	703 m/(s^2)	0.8091	Applied Mathematics	Data Science	Eriq	0.9011	863	1.675	912	Chris	0.9625 N	Irvine	0.7007
1	1180 m/(s^2)	0.5291	Human Computer Interaction	Statistics	Tony	0.9723	1113	0.8722	450	Chris	0.3627 N	Oakland, San Jose	0.8015
2	1116 m/(s^2)	1.0175	Applied Mathematics	Data Science	Eriq	0.9244	687	1.0194	676	Andrew	1.1598 N	Long Beach	0.6097
2	1131 m/(s^2)	1.1299	Natural Language Processing	Data Science	Eriq	0.6222	875	1.1943	1571	Eriq	0.7368 N	Long Beach	0.9526
5	857 m/(s^2)	1.2764	Computer Engineering	Applied Mathematics, Bioengineering, Human Computer Interaction	NULL	0.5452	754	1.3951	661	Michael	0.1956 N	Fresno, Fremont	1.2613
4	368 m/(s^2)	0.2368	Computer Game Design	Biotechnology	Chris	0.7256	1070	1.7944	904	Eriq	0.723 N	Sacramento, Santa Clarita, Los Angeles	0.4865
0	1181 m/(s^2)	0.6153	Electrical Engineering	Computer Science	Michael	0.7356	228	0.927	686	Andrew	0.4425 N	Riverside, Stockton	0.1883
1	680 m/(s^2)	0.8388	Applied Mathematics	Computer Game Design	Vani	1.1126	1150	0.6474	289	Michael	0.6621 N	San Bernardino, Oakland	1.8434
4	?	n/a	Natural Language Processing	Natural Language Processing	Lise	1.1444	870	0.7584	1270	Vani	0.4845 N	San Diego, San Francisco	1.038
5	1159 m/(s^2)	1.1961	dATA sCIENCE	Games and Playable Media, Electrical Engineering, Applied Mathematics, Bioengineering, Human Computer Interaction	Inan	0.6728	1015	0.6668	1080	Lise	0.479 N	Fremont, Chula Vista	1.2226
2	696 m/(s^2)	1.1915	Applied Mathematics	Computer Science	Eriq	1.66	744	1.24	419	Andrew	1.1484 N	Irvine	1.1906
4	466 m/(s^2)	-0.4108	Computer Game Design	Computer Engineering	Lise	1.1383	867	1.1123	572	Reilly	0.7068 N	Santa Clarita, Anaheim	1.3903
2	937 m/(s^2)	1.7631	Applied Mathematics	Data Science	Fabrice	0.9618	571	1.0383	1206	andrew	1.1581 N	Long Beach	0.6222
5	1174 m/(s^2)	0.8791	Computational Media	Electrical Engineering, Technology and Information Management, Bioengineering, Applied Mathematics, Games and Playable Media	Inan	-0.2535	742	0.197	1282	Lise	0.3282 N	Fresno, Fremont	1.3743
4	564 m/(s^2)	0.2532	Computer Game Design	Natural Language Processing	Reilly	0.9121	843	0.8816	691	n/a	0.7296 N	Anaheim	0.8862
4	297 m/(s^2)	0.1301	computer game design	Natural Language Processing	Lise	1.5257	820	0.7521	891	Reilly	1.3673 N	Sacramento, Moreno Valley	1.1399
4	3 m/(s^2)	-0.2991	Applied Mathematics	Natural Language Processing	Reilly	1.6484	1267	1.3618	1136	Eriq	1.1189 N	Moreno Valley, Los Angeles, Anaheim	0.8237
5	1173 m/(s^2)	1.8318	Robotics Engineering	bioengineering, applied mathematics, electrical engineering, human computer interaction, technology and information management	Tony	0.4683	609	-0.0153	1325	Lise	0.6135 N	Fremont, Chula Vista	0.8701
5	678 m/(s^2)	1.0786	Natural Language Processing	Electrical Engineering	Tony	0.4799	330	0.0104	920	Lise	0.1938 N	Chula Vista, Fremont	0.3623
0	1070 m/(s^2)	0.8352	Electrical Engineering	Robotics Engineering	Andrew	0.7841	256	0.9883	571	Inan	1.0627 N	Riverside	0.8103
3	47 m/(s^2)	0.4949	Bioengineering	Biotechnology	Chris	1.2202	-147	0.9937	1272	Tony	0.3628 N	Bakersfield, San Diego	0.1678
1	943 m/(s^2)	1.4116	Human Computer Interaction	Computer Game Design	Vani	1.1943	1465	0.5904	246	Chris	0.4046 N	San Bernardino, San Jose, Oakland	0.4442
1	984 m/(s^2)	1.0529	Human Computer Interaction	Statistics	Inan	0.1505	1142	0.9165	-74	Lise	0.7001 N		0.8156
1	736 m/(s^2)	0.6086	Human Computer Interaction	Computer Game Design	Vani	0.8003	922	1.0539	-150	Chris	0.3035 N	San Jose	1.3447
4	701 m/(s^2)	0.2051	Games and Playable Media	Natural Language Processing	Reilly	1.4843	1403	1.1054	1799	Reilly	0.7554 N	Sacramento, Santa Clarita	0.8091
1	1184 m/(s^2)	0.9189	Biotechnology	Statistics	Chris	1.091	1187	0.9203	-75	Chris	0.9605 N	San Jose	0.7799
4	403 m/(s^2)	0.1773	Computer Game Design	Natural Language Processing	Reilly	0.7994	955	0.7754	1165	Vani	1.1782 N	Santa Clarita	0.6004
0	1335 m/(s^2)	1.4389	Electrical Engineering	Robotics Engineering	Michael	1.2843	255	1.4671	1217	Sam	0.8622 N	SANTA ANA	-0.1335
0	977 m/(s^2)	1.0925	Electrical Engineering	Robotics Engineering	Michael	1.0347	375	0.8507	702	Sam	0.9878 N	Santa Ana, Riverside	0.2306
1	572 m/(s^2)	0.8059	Human Computer Interaction	Statistics	Vani	0.6871	1409	1.1014	659	Chris	0.9663 N	San Jose, Oakland, San Bernardino	0.9162
4	668 m/(s^2)	-0.3161	Games and Playable Media	Computer Engineering	Lise	0.8546	1093	1.2353	1068	VANI	1.7351 N	Santa Clarita, Anaheim	1.3936
4	673 m/(s^2)	-0.5612	cOMPUTER gAME dESIGN	Natural Language Processing	Lise	1.0952	1251	0.5045	470	Vani	1.6515 N	Los Angeles, Moreno Valley, Sacramento	0.807
0	1301 m/(s^2)	0.5713	electrical engineering	Computational Media	Michael	0.9596	19	0.4335	1282	Sam	0.606 N	San Jose, San Bernardino	-0.0929
0	783 m/(s^2)	0.9064	Electrical Engineering	Robotics Engineering	Michael	0.6015	230	1.0245	1129	Sam	1.1566 N	Bakersfield	0.1349
4	702 m/(s^2)	-0.2032	Natural Language Processing	Natural Language Processing	Reilly	0.5545	1163	1.0825	1316	Lise	0.326 N	Sacramento, Los Angeles	0.6116
0	1024 m/(s^2)	1.6393	Electrical Engineering	Robotics Engineering	Michael	1.1055	-65	0.4403	1089	Sam	0.9073 N	Stockton, Santa Ana	0.1173
3	528 m/(s^2)	0.0192	Bioengineering	Bioinformatics	Chris	0.8398	10	1.2659	796	Fabrice	0.7826 N	San Francisco	0.7363
5	796 m/(s^2)	0.6605	Robotics Engineering	Human Computer Interaction	Tony	0.7008	586	0.754	788	michael	0.4365 N	Fremont	1.5793
1	912 m/(s^2)	0.5108	Biotechnology	Computer Game Design	Vani	0.8816	1130	0.6801	67	Michael	?	Modesto, San Bernardino	0.8101
1	879 m/(s^2)	1.2987	Biotechnology	Statistics	Vani	1.3455	858	1.3164	284	Michael	0.5336 N	Modesto, San Bernardino, San Jose	0.6597
1	694 m/(s^2)	1.2518	Human Computer Interaction	Data Science	Vani	0.9212	1000	0.7547	-148	Chris	0.3684 N	San Bernardino	0.6608
3	186 m/(s^2)	0.6571	Bioengineering	Bioinformatics	n/a	1.0099	435	0.6984	867	Tony	1.0203 N	San Francisco, Bakersfield	0.7
1	505 m/(s^2)	1.544	Human Computer Interaction	Computer Game Design	Vani	1.0873	1092	1.6482	133	Chris	1.0623 N	Modesto, Oakland	1.1256
2	1221 m/(s^2)	1.1304	Electrical Engineering	Data Science	Fabrice	0.9856	595	1.0186	736	Andrew	0.9697 N	Irvine	1.1343
1	757 m/(s^2)	1.5569	Robotics Engineering	Statistics	Vani	1.4098	1200	1.1081	404	Chris	0.2669 N	San Jose, San Bernardino, Oakland	0.9608
0	924 m/(s^2)	0.648	Electrical Engineering	Computational Media	Andrew	1.0163	307	1.4455	964	Inan	0.7185 N	Stockton	0.3481
3	317 m/(s^2)	0.5447	cOMPUTER sCIENCE	Biotechnology	Chris	1.0568	62	1.3741	1325	Tony	0.8664 N	Bakersfield, San Francisco	0.6244
5	1052 m/(s^2)	1.5331	Data Science	Bioengineering, Human Computer Interaction, Technology and Information Management	sam	1.0238	581	0.8809	501	Lise	0.0656 N	Chula Vista	0.5934
1	1002 m/(s^2)	1.097	Human Computer Interaction	Computer Game Design		1.0004	873	0.9386	989	Vani	1.0428 N	Oakland, San Jose	1.2496
1	674 m/(s^2)	0.8827	Human Computer Interaction	Computer Game Design	Eriq	0.7952	684	1.4662	41	Michael	0.7387 N	Oakland, San Jose	0.8002
1	844 m/(s^2)	0.7502	Biotechnology	Statistics	Inan	1.0293	966	1.102	45	Chris	0.8205 N	San Bernardino, Oakland, San Jose	1.2623
4	349 m/(s^2)	0.0217	Games and Playable Media	NATURAL LANGUAGE PROCESSING	Reilly	1.4327		0.7236	915	Vani	0.7718 N	Moreno Valley, Anaheim	0.8274
0	957 m/(s^2)	0.975	Bioinformatics	Computational Media	Andrew	0.9957	510	1.8613	721	Chris	0.9543 N	Stockton, Riverside	-0.0661
3	508 m/(s^2)	0.8319	Bioinformatics	Bioinformatics	Chris	0.8258	49	0.8548	952	Tony	0.6816 N	Bakersfield	0.3186
2	793 m/(s^2)	0.8868	Applied Mathematics	Computer Science	Eriq	1.027	587	1.236	792	Andrew	1.3334 N	Irvine	1.9336
1	1132 m/(s^2)	1.525	Human Computer Interaction	Statistics	Vani	0.698	906	0.7398	679	Michael	0.6557 N	San Jose, Modesto	1.0604
0	1339 m/(s^2)	0.8624	Electrical Engineering	Robotics Engineering	Michael	1.1409	663	1.0506	402	Inan	0.9693 N	Santa Ana	0.0234
5	600 m/(s^2)	1.0662	Biotechnology	Electrical Engineering, Technology and Information Management, Bioengineering, Games and Playable Media	Inan	0.4889	773	0.9703	1021	Lise	0.6374 N	Fresno	0.9187
1	921 m/(s^2)	0.9644	Human Computer Interaction	Statistics	Vani	0.8479	1046	1.6068	365	Michael	0.8188 N	San Bernardino, Modesto	1.3997
2	1002 m/(s^2)	1.3003	Applied Mathematics	Data Science	Eriq	1.3413	940	1.46	0	Andrew	1.2275 N	Long Beach	0.7432
5	934 m/(s^2)	0.8251	Data Science	Bioengineering, Games and Playable Media	Sam	0.0137	664	0.5749	915	Lise	0.7205 N	Fresno	1.022
0	1181 m/(s^2)	0.8905	Electrical Engineering	Robotics Engineering	Michael	0.948	133	1.1775	862	Inan	0.6389 N	Riverside, Stockton	0.393
0	912 m/(s^2)	0.8398	Electrical Engineering	Computational Media	Andrew	1.1304	16	1.2605	741	Sam	0.8067 N	Stockton	0.2249
1	921 m/(s^2)	0.7184	Biotechnology	Computer Game Design	Vani	1.2707	892	0.5044	41	Lise	1.0608 N	Fresno	0.844
4	950 m/(s^2)	-0.1214	Biotechnology	Computer Engineering	Lise	1.0637	712	0.7106	977	Vani	0.8736 N	Moreno Valley	0.241
2	1001 m/(s^2)	1.2292	Applied Mathematics	Data Science	Fabrice	1.0313	893	1.183	532	Andrew	1.0263 N	N/A	1.2133
5	959 m/(s^2)	0.7848	Technology and Information Management	Human Computer Interaction	Sam	0.0873	519	0.3933	845	Lise	0.5172 N	Fresno, Fremont	0.4037
1	886 m/(s^2)	0.9563	Biotechnology	Statistics	Vani	0.8501	863	0.8619	289	Michael	1.052 N	Oakland, San Jose	0.8786
0	826 m/(s^2)	1.1995	Electrical Engineering	Computational Media	Michael	1.0674	251	0.5751	1203	Inan	1.2498 N	Santa Ana, Riverside	0.2813
2	919 m/(s^2)	0.89	Applied Mathematics	Data Science	Eriq	1.365	1082	0.9664	1341	ANDREW	0.831 N	Long Beach	0.6529
5	590 m/(s^2)	1.431	Technology and Information Management	Electrical Engineering	Tony	0.5496	473	0.3619	1099	Lise	0.1741 N	Chula Vista	1.0479
2	1075 m/(s^2)	1.4645	Applied Mathematics	Data Science	Eriq	1.2312	568	1.1873	1334	Inan	0.8496 N	Long Beach	1.1206
3	-284 m/(s^2)	0.606	Computer Engineering	Biotechnology	Chris	0.9522	225	0.8231	1087	Tony	1.1642 N	San Diego	0.9136
0	840 m/(s^2)	0.9824	Electrical Engineering	Robotics Engineering	Michael	0.4997	356	0.9095	1462	Sam	0.9274 N	Stockton	0.3384
3	-87 m/(s^2)	0.4928	Statistics	Bioinformatics	Chris	0.83	60	0.9546	827	Tony	0.5587 N	Bakersfield, San Francisco	0.5275
5	1058 m/(s^2)	0.8585	Data Science	Electrical Engineering, Human Computer Interaction, Technology and Information Management, Games and Playable Media	Tony	0.1585	935	0.1648	442	Tony	0.3132 N	Santa Ana	0.5868
5	770 m/(s^2)	0.7715	Robotics Engineering	Bioinformatics	Tony	0.3111	256	0.4522	1426	Reilly	0.3001 N	Chula Vista	0.4803
1	935 m/(s^2)	1.0088	Human Computer Interaction	Computer Game Design	Vani	1.0109	1026	0.9173	590	Michael	0.6793 N	San Jose, Oakland	1.0812
2	1456 m/(s^2)	1.1473	Computational Media	Computer Science	Eriq	0.7123	549	0.3936	692	lISE	0.3509 N	Long Beach	0.9659
1	715 m/(s^2)	0.7404	Biotechnology	Statistics	Vani	0.9739	846	0.7095	473	Chris	0.9919 N	Modesto, Oakland, San Jose	1.1291
0	1445 m/(s^2)	1.6087	Electrical Engineering	Robotics Engineering	Andrew	0.949	69	1.057	949	Sam	0.9316 N	Riverside	0.0097
1	1253 m/(s^2)	0.9176	Human Computer Interaction	Statistics	Vani	1.1049	1272	1.3811	298	Chris	0.2679 N	Oakland, San Jose, Modesto	0.9788
2	1210 m/(s^2)	1.0766	Applied Mathematics	data science	Eriq	1.3847	1079	0.682	684	Andrew	1.3973 N	Long Beach	1.1377
0	1094 m/(s^2)	0.9105	Electrical Engineering	Electrical Engineering, Technology and Information Management	Michael	0.5692	507	0.6127	492	Sam	0.6826 N	Fresno	-0.1051
4	706 m/(s^2)	-0.3601	Computer Game Design	Computer Engineering	Lise	0.854	613	0.873	1085	Reilly	1.1862 N	Los Angeles, Moreno Valley, Anaheim	0.6129
1	570 m/(s^2)	0.9681	Applied Mathematics	Statistics	Vani	1.2496	698	1.4888	0	Michael	0.8974 N	San Bernardino	1.0895
2	821 m/(s^2)	1.1576	Applied Mathematics	Computer Science	Fabrice	1.4143	740	0.8155	1134	Andrew	0.7218 N	Irvine	0.6422
5	1417 m/(s^2)	0.9454	Applied Mathematics	Applied Mathematics, Games and Playable Media	Tony	0.4877	804	0.5486	1139	Lise	0.5754 N	Chula Vista, Fremont	0.5262
3	103 m/(s^2)	0.6963	computer engineering	Biotechnology	Chris	0.661	53	0.8224	940	Tony	1.0678 N	Bakersfield, San Francisco	0.8396
0	996 m/(s^2)	1.4917	Electrical Engineering	Computational Media	Michael	0.86	-112	0.7352	421	Inan	1.5352 N	Santa Ana	0.3953
3	11 m/(s^2)	0.6761	Human Computer Interaction	Biotechnology	Chris	1.3576	81	1.0171	838	Tony	0.8199 N	San Diego, Bakersfield	0.6872
3	513 m/(s^2)	0.4196	Computer Engineering	Biotechnology	Vani	0.7	432	1.3923	895	Fabrice	0.4195 N	Bakersfield	0.7072
3	688 m/(s^2)	0.7358	Computer Engineering	Biotechnology	Chris	0.8362	399	1.2503	1141	Lise	0.7171 N	Bakersfield	0.7101
4	498 m/(s^2)	0.3521	Computer Game Design	Computer Engineering	Lise	1.2172	1284	0.7681	1058	Vani	1.0967 N	LOS ANGELES, SACRAMENTO, MORENO VALLEY, ANAHEIM	0.4846
4	840 m/(s^2)	0.0632	Games and Playable Media	Computer Engineering	Lise	0.9485	1094	1.0612	1029	Sam	1.0914 N	Sacramento, Santa Clarita, Los Angeles	0.6323
5	768 m/(s^2)	1.2447	Robotics Engineering	Technology and Information Management	Sam	0.2156	630	0.9073	1359	Lise	0.5814 N	Chula Vista, Fresno	0.7652
1	636 m/(s^2)	0.0268	Biotechnology	Statistics	VANI	1.2051	867	0.3735	500	Chris	1.135 N	Oakland, San Jose	0.7282
1	?	1.0654	Human Computer Interaction	Statistics	Vani	1.2829	731	0.8173	144	Michael	0.3198 N	San Bernardino, Modesto, San Jose	1.1331
0	609 m/(s^2)	0.893	Electrical Engineering	Bioinformatics	Andrew	1.0954	244	0.6155	965	Sam	?	Stockton, Santa Ana	0.5638
1	729 m/(s^2)	1.0413	Human Computer Interaction	computer game design	Vani	1.1543	710	0.7125	-54	Michael	0.8781 N	San Jose, Oakland	0.9613
1	309 m/(s^2)	0.8214	Human Computer Interaction	Computer Game Design	Vani	1.1767	920	1.1056	188	Michael	0.9238 N	oakland, modesto	0.7257
2	1174 m/(s^2)	0.8815	Natural Language Processing	Computer Science	Fabrice	1.0686	1008	0.7999	905	Andrew	1.2291 N	Irvine	1.4765
4	711 m/(s^2)	0.0675	Games and Playable Media	Natural Language Processing	Reilly	1.356	1104	0.7196	1432	Eriq	0.7718 N	Santa Clarita, Anaheim, Sacramento, Los Angeles	0.5575
0	1027 m/(s^2)	1.1343	Electrical Engineering	Robotics Engineering	Michael	0.8475	485	0.8626	818	Sam	0.6584 N	Stockton, Riverside	0.5624
5	800 m/(s^2)	0.8531	Electrical Engineering	Bioengineering	Tony	0.7037	890	-0.3219	422	Lise	0.2745 N	Fresno	1.3013
4	664 m/(s^2)	0.0295	Computer Game Design	Natural Language Processing	Reilly	0.7017	908	0.9764	1351	Eriq	0.6408 N	Moreno Valley	0.6648
0	754 m/(s^2)	0.7732	Electrical Engineering	Computational Media	Andrew	0.5723	288	1.2426	750	Sam	1.0298 N	Riverside	0.0114
2	514 m/(s^2)	1.2641	Natural Language Processing	DATA SCIENCE	Fabrice	0.8019	1025	0.5214	839	Sam	1.1907 N	Long Beach	1.3583
0	1043 m/(s^2)	1.0406	Electrical Engineering	N/A	Andrew	1.0761	132	1.1641	714	Sam	0.4662 N		0.4355
3	196 m/(s^2)	-0.1092	Computer Science	Biotechnology	Chris	0.8419	55	0.9671	1083	Fabrice	0.795 N	San Diego	0.7054
5	1136 m/(s^2)	1.0471	Technology And Information Management	Technology and Information Management, Bioengineering, Electrical Engineering, Games and Playable Media	Sam	0.9897	239	0.6347	1006	Lise	0.4855 N	Chula Vista	0.4985
4	534 m/(s^2)	0.2136	Computer Game Design	Natural Language Processing	Lise	0.8611	1095	0.9586	1357	Vani	0.8801 N	Anaheim, Moreno Valley, Santa Clarita	0.6492
1	997 m/(s^2)	0.8235	Human Computer Interaction	Statistics	vANI	1.1489	1024	1.5406	432	Chris	1.2414 N	Modesto	1.5005
3	120 m/(s^2)	0.7031	Bioengineering	NULL	Chris	1.1707	114	1.3657	1043	Fabrice	1.0617 N	San Francisco	0.3174
5	1096 m/(s^2)	1.0637	Data Science	Computational Media	Tony	-0.2837	397	0.278	1615	Lise	0.7382 N	Fresno, Chula Vista	1.1537
5	1277 m/(s^2)	0.8949	Technology and Information Management	Human Computer Interaction, Games and Playable Media	Sam	0.8279	515	0.4836	1155	Vani	-0.0362 N	Fremont, Fresno	0.3907
2	922 m/(s^2)	0.7704	Robotics Engineering	Computer Science	Fabrice	0.8606	696	0.9874	1212	Andrew	1.0113 N	Long Beach	0.7755
0	906 m/(s^2)	1.0241	Electrical Engineering	Computational Media	Vani	1.0197	287	1.1529	1245	Inan	1.2987 N	stockton, riverside	0.2737
4	859 m/(s^2)	0.0966	Games and Playable Media	Computer Engineering	Lise	0.7131	556	0.6291	1143	Eriq	1.073 N	Moreno Valley, Santa Clarita	0.7496
1	593 m/(s^2)	1.0875	Biotechnology	Computer Game Design	Andrew	0.6646	626	0.9156	-147	Chris	0.9505 N	Modesto	1.0155
0	1154 m/(s^2)	0.9374	Electrical Engineering	Computational Media	Michael	0.6087	180	0.9207	1225	Michael	0.6388 N	Santa Ana, Stockton	0.7453
4	569 m/(s^2)	0.1568	Computer Game Design	Computer Engineering	Reilly	0.9772	1368	1.17	1312	Reilly	1.1521 N	Moreno Valley, Sacramento, Los Angeles, Anaheim	0.5749
5	806 m/(s^2)	1.3376	Robotics Engineering	APPLIED MATHEMATICS, GAMES AND PLAYABLE MEDIA	Inan	0.2556	313	0.528	1207	Lise	0.6194 N	Chula Vista	0.7087
3	155 m/(s^2)	0.7711	Bioinformatics	bIOTECHNOLOGY	Chris	0.7781	-255	0.8656	1522	Reilly	0.9507 N	San Francisco	1.2431
4	711 m/(s^2)	0.1134	Games and Playable Media	Natural Language Processing	Reilly	0.9074	1045	0.8087	797	Reilly	1.1713 N	Santa Clarita, Anaheim, Los Angeles, Moreno Valley	1.0122
3	-24 m/(s^2)	0.4428	Bioinformatics	Bioinformatics	Chris	1.972	78	1.3253	1453	Tony	0.6336 N	Bakersfield, San Francisco	0.324
1	869 m/(s^2)	1.1151	Biotechnology	Statistics	Vani	0.8008	791	0.7905	303	Michael	-0.1008 N	SAN JOSE, SAN BERNARDINO, MODESTO	0.4449
2	850 m/(s^2)	1.0231	Applied Mathematics	Data Science	Eriq	0.9247	942	1.14	341	Andrew	1.1135 N	Irvine	0.7929
1	832 m/(s^2)	0.9323	Human Computer Interaction	Statistics	Vani	1.0642	1150	1.237	106	Michael	1.2608 N	NULL	0.9092
1	889 m/(s^2)	1.1157	Human Computer Interaction	Computer Game Design	N/A	1.0106	765	0.8021	251	Vani	0.9 N	modesto, oakland, san bernardino	1.1633
4	445 m/(s^2)	0.4659	Games and Playable Media	Natural Language Processing	Reilly	1.2629	826	1.0484	581	Reilly	0.7704 N	Sacramento	0.7883
1	195 m/(s^2)	0.9542	Human Computer Interaction	Statistics	Vani	0.8769	1062	0.8786	-11	Chris	0.9285 N	San Jose	1.052
1	786 m/(s^2)	1.049	Applied Mathematics	Computer Game Design	Vani	0.8906	696	1.2167	2	Michael	0.6832 N	San Bernardino, Oakland, San Jose	0.5378
1	617 m/(s^2)	0.9152	Human Computer Interaction	Computer Game Design	Vani	1.4182	822	0.5761	473	Chris	0.7123 N	San Jose	1.1296
5	1365 m/(s^2)	1.0746	Robotics Engineering	Electrical Engineering, Games and Playable Media, Applied Mathematics	Tony	0.7945	939	0.7919	609	Lise	0.4035 N	Chula Vista, Fresno	1.1377
1	909 m/(s^2)	1.0028	Human Computer Interaction	Computer Game Design	Vani	1.2011	1166	1.0892	837	Chris	1.004 N	San Jose, Modesto	0.855
5	1085 m/(s^2)	0.6301	Robotics Engineering	HUMAN COMPUTER INTERACTION, BIOENGINEERING, ELECTRICAL ENGINEERING	Sam	0.5326	650	0.1333	670	Lise	1.1409 N	Fremont	1.2148
1	525 m/(s^2)	1.246	Human Computer Interaction	Statistics	Vani	1.0572	940	1.3642	-21	Sam	0.9576 N	Modesto, San Bernardino, Oakland	0.7226
4	506 m/(s^2)	-0.2008	Games and Playable Media	Natural Language Processing	Reilly	0.8526	1314	0.5132	776	Vani	1.0803 N	Los Angeles, Moreno Valley, Sacramento, Anaheim	0.3069
1	524 m/(s^2)	1.1495	Biotechnology	Statistics	Vani	0.9907	823	0.9946	700	Lise	1.3344 N	San Jose, Modesto	1.3902
3	101 m/(s^2)	0.5535	Bioinformatics	Biotechnology	Chris	0.995	484	0.9615	439	Tony	0.8325 N	San Francisco	0.7459
0	744 m/(s^2)	0.7867	Electrical Engineering	Robotics Engineering	Andrew	0.858	197	1.1487	951	Sam	0.956 N	SACRAMENTO, MORENO VALLEY	0.9211
4	440 m/(s^2)	0.0894	Games and Playable Media	Bioengineering, Games and Playable Media, Technology and Information Management, Electrical Engineering	Reilly	1.284	665	1.3472	993	Reilly	0.9452 N	Santa Clarita, Los Angeles, Sacramento	0.9979
1	530 m/(s^2)	1.7271	Human Computer Interaction	Computer Game Design	Sam	1.2381	1254	1.2105	753	Michael	1.0572 N	Modesto, San Bernardino	0.5053
